OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B
Gan	Nudcd3
Gnb2	Nudcd3
Araf	Nudt14
Chn2	Nudt4
Tardbp	Nxf1
Pkm	Nxt2
Dhx9	Oat
Cltc	Ocrl
Dhx9	Ogdh
Rpl30	Ogdh
Rps18	Ogdh
Wdr82	Ogt
Dhodh	Ola1
Rpl27a	Ola1
Thnsl2	Ola1
Uba52	Ola1
Cdc42	Ophn1
Rac1	Ophn1
Vdac1	Ophn1
Bsg	Os9
Ctnnb1	Osbp
Prkar2a	Osbp
Arid1a	Osbpl1a
AK010878	Osgep
Hspa9	Osgep
Rbx1	Osgep
Thop1	Oxct1
Map1b	Oxr1
Hnrnpa2b1	Pa2g4
Nmt1	Pa2g4
Lsm2	Pabpc1
P4hb	Pabpc1
Rpsa	Pabpc1
Actb	Pabpn1
Gapdh	Pabpn1
Hnrnpa2b1	Pabpn1
Hspa8	Pabpn1
Rps3a1	Pabpn1
Rps4x	Pabpn1
Rps8	Pabpn1
Ybx1	Pabpn1
Ppp2cb	Pacs1
Fth1	Pacsin1
Adsl	Paics
Cep76	Paics
Myh9	Paics
Prps2	Paics
Vcp	Paics
Elp2	Pak1ip1
Rac1	Pak2
Vim	Pak2
Arhgap1	Pak3
Drg1	Pak3
Gnb5	Pak3
Por	Pak3
Camk1	Palm
Nploc4	Papola
Ndufa10	Park7
Stim1	Pars2
Mocos	Parva
Asl	Pbld1
Ppia	Pcna
Pcsk2	Pcsk1n
Snap25	Pcsk1n
Apoe	Pcyox1
Hexa	Pdcd10
Vcl	Pdcd10
Nedd8	Pde12
Pde11a	Pde1a
Pde1a	Pde1c
Bckdk	Pdha1
Cycs	Pdhb
Etfdh	Pdhb
Capn1	Pdia3
Plaa	Pdia3
Rpl18	Pdia6
Ywhaq	Pdk1
Akt1	Pdk2
Ldhb	Pdk2
Lgalsl	Pdk2
Ablim2	Pdlim5
Arhgap44	Pdlim5
Grb2	Pdlim5
Pde1b	Pdlim5
Pde1c	Pdlim5
Sh3gl1	Pdlim5
Stam	Pdlim5
Syne2	Pdlim5
Tom1l2	Pdlim5
Vdac1	Pdlim5
Zyx	Pdlim5
Pea15a	Pdpk1
Prkaca	Pdpk1
Ptk2b	Pdpk1
Dhrs4	Pecr
Ech1	Pecr
Hsd17b4	Pecr
Hsdl2	Pecr
Klhl3	Pef1
Gsr	Pepd
Rps6ka1	Pepd
Acot8	Pex7
Capn1	Pfas
Ckb	Pfas
Ldhb	Pfas
Atp5h	Pfdn5
Cox6b1	Pfdn5
Ndufc2	Pfdn5
Pdia6	Pfdn5
Ppp2cb	Pfdn5
Tuba1b	Pfdn5
Tubb3	Pfdn5
Uqcrh	Pfdn5
Prkca	Pfkfb2
Eftud2	Pfkl
Cd81	Pfkp
Eef1a1	Pfkp
Vat1	Pfkp
Evl	Pfn2
Pfkm	Pfn2
Rps10	Pfn2
Arf2	Pgam1
Ero1l	Pgam1
Rpl27a	Pgam1
Rpl4	Pgam1
Rps27a	Pgam1
Rps4x	Pgam1
Uba52	Pgam1
Bcl2l1	Pgam5
Magoh	Pgam5
Rbx1	Pgam5
Ahsa1	Pgd
Hmgb2	Pgd
Pdia3	Pgd
Sord	Pgd
Tgm2	Pgd
Txndc5	Pgd
Ywhab	Pgd
Gpi1	Pgk1
Adssl1	Pgm2
Glrx2	Pgm2
Grhpr	Pgm2
Hsp90b1	Phax
Rhob	Phgdh
Prmt5	Phyhip
Brsk2	Pi4kb
Ap2a1	Picalm
Ambra1	Pik3c3
Gnai2	Pik3c3
Gnai1	Pik3r4
Gnai2	Pik3r4
Ppm1b	Pik3r4
Ddah2	Pin1
G3bp1	Pin1
Ap3d1	Pip4k2b
Epb4.1l2	Pip4k2c
Scoc	Pip4k2c
Pip5k1b	Pip5k1a
Pip5k1c	Pip5k1b
Sco1	Pitrm1
Ran	Pkia
P4hb	Pkm
Pgk2	Pkm
Btd	Pla2g15
Gns	Pla2g15
Gusb	Pla2g15
Siae	Pla2g15
Vps37c	Pla2g15
Fga	Plat
Dhx9	Plcb1
Cops2	Plcg1
Cops4	Plcg1
Pik3r1	Plcg1
Serpinc1	Plcg1
Tub	Plcg1
Ablim2	Plec
Pdlim5	Plec
Syne2	Plec
Lin7c	Plekha1
Cox6a1	Plp1
Gfap	Plp1
Hspa5	Lppr3
Actr2	Pls3
Cap1	Pls3
Mark3	Pmpcb
Eno2	Pnp
Nedd8	Pofut1
Elavl2	Ppid
S100a6	Ppid
Sgta	Ppid
Stip1	Ppid
Hnrnpa2b1	Ppie
Hnrnpa3	Ppie
Rbm8a	Ppie
Snrpd3	Ppie
Arf3	Ppif
Rpl27a	Ppif
Rps14	Ppif
Rps16	Ppif
Rps17	Ppif
Rps4x	Ppif
Ddx5	Ppil1
Hnrnpa2b1	Ppil1
Hnrnpa3	Ppil1
Hnrnph1	Ppil1
Hnrnpk	Ppil1
Hnrnpu	Ppil1
Lsm2	Ppil1
Lsm3	Ppil1
Pabpc1	Ppil1
Prpf19	Ppil1
Sf3b1	Ppil1
Snrpd1	Ppil1
Syncrip	Ppil1
Snrpd2	Ppil3
Nckap1	Ppm1a
Rabep1	Ppm1a
Msn	Ppm1b
Nckap1	Ppm1b
Faf1	Ppm1g
Alad	Ppme1
Gmps	Ppme1
Igbp1	Ppme1
Pfdn6	Ppme1
Ppfia3	Ppme1
Ppp2r5a	Ppme1
Ppp4c	Ppme1
Sco1	Ppme1
Ptk2	Ppp1cb
Ryr2	Ppp1cb
Ppp1r13b	Ppp1r11
Ppp1r7	Ppp1r11
Clasp1	Ppp1r12a
Dctn2	Ppp1r12a
Nup43	Ppp1r12a
Ttll12	Ppp1r12a
Ppp1ca	Ppp1r13b
Ppp3cb	Ppp1r13b
Prnp	Ppp1r14a
Rpl28	Ppp1r14b
Ppm1a	Ppp1r1a
Cdk5	Ppp1r2
Pdha1	Ppp1r2
Ppp1ca	Ppp1r3g
Myh3	Ppp1r7
Pip5k1a	Ppp1r7
Ppp3cb	Ppp1r7
Pfdn2	Ppp2cb
Strn	Ppp2cb
Ppp5c	Ppp2r1a
Rab18	Ppp2r1a
Rab7	Ppp2r1a
Strn	Ppp2r1a
Igbp1	Ppp2r2a
Rab18	Ppp2r2a
Cttnbp2	Ppp2r5b
Ppfia3	Ppp2r5b
Ppp2r5a	Ppp2r5b
Csnk2b	Ppp2r5e
Ppp3cc	Ppp3ca
Atp8a1	Ppp3r1
Ppp3cc	Ppp3r1
Eef1a1	Ppp4c
Rpl7	Ppp4c
Cct3	Ppp4r2
Brcc3	Smek1
Nucb1	Ppp4r4
Dhx9	Ppp5c
Hsp90aa1	Ppp5c
Impdh1	Ppp5c
Rps17	Ppp5c
Mob1a	Ppp6c
Ppp2r4	Ppp6c
Usp7	Ppp6c
Hsp90ab1	Ppp6r3
Usp7	Ppp6r3
Rhob	Praf2
Tubb4b	Prcp
Apoe	Prdx2
Arf3	Prdx2
Rab18	Prdx2
Rpl19	Prdx2
Arf3	Prdx5
Rpl27a	Prdx5
Psmd14	Prep
Nmt1	Prkaca
Kctd12	Prkar1a
Gnai2	Prkar2b
Atp2b1	Prkca
Gfap	Prkca
Gna13	Prkcd
Itgb1	Prkce
Pi4ka	Prkce
Gfap	Prkcg
Kcnab2	Prkcz
Acly	Prmt1
Caprin1	Prmt1
Ipo7	Prmt1
Snrpe	Prmt1
Snrpf	Prmt1
Snrpg	Prmt1
Tuba1a	Prmt1
Clns1a	Prmt5
Erh	Prmt5
Magoh	Prmt5
Mef2d	Prmt5
Tuba1a	Prmt5
Dhx15	Prmt8
Eif5	Prmt8
Endog	Prmt8
Impdh1	Prmt8
Ppp5c	Prmt8
Alyref	Prpf19
Hnrnpa3	Prpf19
Hnrnph1	Prpf19
Lsm2	Prpf19
Lsm3	Prpf19
Nudc	Prpf19
Snrpd3	Prpf19
Snrpg	Prpf19
Tardbp	Prpf19
Elac2	Prpf4
Eps15l1	Prpf4
Snrpg	Prpf8
Dhodh	Prps1
Dhodh	Prps2
Endog	Prps2
Cops5	Prpsap1
Ywhae	Prpsap1
Fbxo7	Prrc2a
Fga	Prrc2a
Prrc2c	Prrc2a
Psma3	Prrc2a
Rad23b	Prrc2a
Cep76	Prrc2c
Dhodh	Psat1
Nans	Psat1
Banf1	Psip1
Cda	Psma1
Iqgap1	Psma1
Mapre1	Psma1
Ran	Psma1
Ube3a	Psma2
Hnrnpa2b1	Psma4
Psmc5	Psma4
Psmd5	Psma4
Cast	Psma5
Psmd9	Psma5
Ube3a	Psma6
Isg15	Psma7
Psmc6	Psma7
Slirp	Psma7
Psmb10	Psmb2
Rpl12	Psmb2
Rpl13	Psmb2
Snrpd2	Psmb3
Psme3	Psmb6
Src	Psmb9
Eef1d	Psmc1
Dync1i1	Psmc2
Psma3	Psmc2
Ddi2	Psmc3
Cct8	Psmc5
Eif3e	Psmc6
Psmb5	Psmc6
Gsk3a	Psmd1
Psmb5	Psmd1
Tcp1	Psmd1
Eif2s2	Psmd12
Hnrnpa0	Psmd12
Npm1	Psmd12
Rpl17	Psmd12
Hnrnpa0	Psmd13
Map2	Psmd13
Cyfip1	Psmd2
Psma3	Psmd5
Psmb5	Psmd5
Psmc4	Psmd5
Psmc5	Psmd5
Psmd14	Psmd5
Psmd7	Psmd5
Brca2	Psmd6
Cct8	Psmd6
Eif2s1	Psmd6
Gspt1	Psmd6
Psmb5	Psmd6
Psmd5	Psmd6
Psmb1	Psmd7
Psmb5	Psmd7
Afg3l2	Psmd8
Atp2b4	Psmd8
Capza2	Psmd8
Faf2	Psmd8
Ppid	Psmd8
Psmc2	Psmd8
Psma2	Psmd9
Psme1	Psmd9
Tbc1d17	Psmd9
Psmb9	Psme1
Psmc3	Psme1
Psmd4	Psme1
Psmb5	Psme2
Psmb5	Psme3
Psmd4	Psme3
Psmb9	Psme4
Prrc2c	Psmf1
Rad23b	Psmf1
Ehd4	Psmg1
Camsap2	Ptbp2
Dnajb1	Ptges3
Dnajc7	Ptges3
Hprt	Ptges3
Hsp90aa1	Ptges3
Nrcam	Ptges3
S100a11	Ptgr1
Pten	Ptk2
Ewsr1	Ptk2b
Pex19	Ptk2b
Pitpnm1	Ptk2b
Prkcd	Ptk2b
Pten	Ptk2b
Sh3kbp1	Ptk2b
Msn	Ptma
Rplp1	Ptn
Tuba1b	Ptp4a1
Rtf1	Ptpn11
Ptpn11	Ptpn2
Ptpn5	Ptpn2
Ptprn2	Ptpn2
Src	Ptpn23
Vcp	Ptpn23
Nck1	Ptpn4
Ptpra	Ptpn4
Ptprz1	Ptpn4
Fga	Ptpn5
Ttr	Ptpn5
Ptpn20	Ptpra
Ptpn2	Ptprd
Itgb1	Ptprn2
Ptpn20	Ptprn2
Fnbp1	Pts
Rpa2	Pts
Dhx9	Puf60
Hspd1	Puf60
Snrpf	Puf60
Trove2	Puf60
Tsr2	Pwp1
Actr2	Pycr2
Creb1	Pycrl
Pycr2	Pycrl
Plcg1	Pygb
Sco1	Pygb
Ctsa	Pygl
Hk1	Pygl
Man2c1	Pygl
Eno3	Pygm
Glrx2	Pygm
Mpc2	Pygm
Pgam2	Pygm
Sco1	Pygm
Tuba4a	Pygm
Fam169a	Qdpr
Mocos	Qdpr
Pcbp1	Qk
Pcbp2	Qk
Wdr77	Qk
Rab11fip2	Rab11b
Rab11b	Rab11fip5
Xdh	Rab11fip5
Pde6d	Rab18
Arf3	Rab1
Psmb1	Rab1
Rab6a	Rab1
Rab6b	Rab1
Sec22b	Rab1
Itgb1	Rab21
Cask	Rab3a
Snca	Rab3a
Aldh5a1	Rab5a
Sdcbp	Rab5a
Tbc1d17	Rab5a
Apba1	Rab6b
Gdi1	Rab7
Napb	Rab7
Gdi1	Rab8b
Itgb1	Rab8b
Shroom2	Rabep1
Zyx	Rabepk
Pfdn2	Rabggta
Ssb	Rabggta
Ncl	Rac1
Rpl6	Rac1
Sod1	Rac1
Eif6	Gnb2l1
Tceb2	Gnb2l1
Gng2	Gnb2l1
Ppia	Gnb2l1
Rpl35a	Gnb2l1
Psma2	Rad23b
Ube3a	Rad23b
Arf3	Ran
Wdr5	Ran
Ppm1a	Ranbp3
Rraga	Ranbp3
Dctn1	Rangap1
Cct3	Rap1b
Cdc42	Rap1b
Cdipt	Rap1b
Hspa5	Rap1b
Pcna	Rap1b
Pdxk	Rap1b
Phf5a	Rap1b
Rpl24	Rap1b
Rap1gap	Rap1gap2
Atpif1	Rapgef2
Magi1	Rapgef2
Eif2s1	Rars
Rpl7a	Rars
Fus	Rbbp4
Hdgf	Rbbp4
Mef2d	Rbbp5
Rangap1	Rbbp5
Tuba4a	Rbbp5
Tubb5	Rbbp5
Ddb1	Rbbp7
Hspa5	Rbbp7
Ran	Rbbp7
Psmf1	Rbfox2
U2af2	Rbfox2
Wnk1	Rbfox2
Magoh	Rbm39
Rac1	Rbm39
Endog	Rbm8a
Hgh1	Rbm8a
Hnrnph1	Rbm8a
Lsm3	Rbm8a
Magoh	Rbm8a
Prpf19	Rbm8a
Rpl19	Rbm8a
Rpl31	Rbm8a
Snrpd2	Rbm8a
Snrpd3	Rbm8a
Snrpe	Rbm8a
Rbmxl1	Rbmx
Apoa1	Rbp4
Cops6	Rbx1
Hist1h1c	Rbx1
Klhl3	Rbx1
Ube2g1	Rbx1
Gdi1	Rcc2
Rpl7a	Rcc2
Snrpa1	Rcc2
Eno2	Rcn1
Nucb1	Rcn1
Cep76	Rcn2
Ywhae	Rcn2
Usp8	Reep1
Ppp4c	Rela
Hsd17b4	Retsat
Hadha	Rexo2
Hexb	Rgs10
Cpne9	Rgs8
Api5	Rheb
Dgkq	Rhoa
Ophn1	Rhoa
Atp8a1	Rhot1
Kif5c	Rhot1
Ogdh	Rhot1
Gnai1	Ric8
Gng2	Rictor
Rpl13	Rictor
Rps5	Rictor
Rnaseh2b	Rnaseh2a
Rnaseh2b	Rnaseh2c
Prrc2c	Rnf181
Ube2i	Rnf181
Ubfd1	Rnf181
Ubqln4	Rnf181
Cul4b	Rnf7
Dnajc7	Rnf7
Rbx1	Rnf7
Vhl	Rnf7
Npm1	Rnh1
Cops5	Rnmt
Egfr	Rnmt
Eif4e	Rnmt
Lifr	Rnmt
Actb	Rock2
Eif4e	Rock2
Copa	Rpa1
Eif2s1	Rpa1
3110002H16Rik	Rpa1
Prrc2a	Rpa1
Csnk1a1	Rpa3
Rpa2	Rpa3
Cct5	Rpap3
Fkbpl	Rpap3
Hsp90ab1	Rpap3
Cask	Rph3a
Syt3	Rph3a
Actb	Rpl10
Actg1	Rpl10
Eef1a1	Rpl10
Eef1b2	Rpl10
Eif5a	Rpl10
Rpl12	Rpl10
Rpl13	Rpl10
Rpl13a	Rpl10
Rpl18a	Rpl10
Rpl19	Rpl10
Rpl27a	Rpl10
Rpl30	Rpl10
Rpl36a	Rpl10
Rpl5	Rpl10
Rpl8	Rpl10
Rps13	Rpl10
Rps14	Rpl10
Rps16	Rpl10
Rps17	Rpl10
Rps18	Rpl10
Rps2	Rpl10
Rps20	Rpl10
Rps23	Rpl10
Rps24	Rpl10
Rps26	Rpl10
Rps3	Rpl10
Rps4x	Rpl10
Rps5	Rpl10
Rps8	Rpl10
Tpi1	Rpl10
Tpt1	Rpl10
Rangap1	Rpl10a
Rpl12	Rpl10a
Rplp1	Rpl10a
Arf2	Rpl11
Arf3	Rpl11
Dhodh	Rpl11
Eif6	Rpl11
Hspa8	Rpl11
Rpl10	Rpl11
Rpl19	Rpl11
Rpl27a	Rpl11
Rplp1	Rpl11
Rps2	Rpl11
Dhodh	Rpl12
Eef1a1	Rpl12
Rpl27a	Rpl12
Rpl35a	Rpl12
Rps16	Rpl12
Dhodh	Rpl13
Rpl27a	Rpl13
Rplp1	Rpl13
Eef1a1	Rpl13a
Arf2	Rpl14
Eif5a	Rpl14
Eif5a2	Rpl14
Eif6	Rpl14
Gnb2l1	Rpl14
Rpl10	Rpl14
Rpl10a	Rpl14
Rpl19	Rpl14
Rpl27a	Rpl14
Rpl29	Rpl14
Rpl35a	Rpl14
Rplp1	Rpl14
Rps23	Rpl14
Rps27a	Rpl14
Rps5	Rpl14
Cul4b	Rpl15
G3bp1	Rpl15
Huwe1	Rpl15
Rplp1	Rpl15
Dhx29	Rpl17
Drg1	Rpl17
Eef2	Rpl17
Pabpc1	Rpl17
Ppp4c	Rpl17
Rpl10	Rpl17
Rpl35a	Rpl17
Rplp1	Rpl17
Rps4x	Rpl17
Uggt1	Rpl17
Hist1h1c	Rpl18
Lsm2	Rpl18
Rpl10a	Rpl18a
Rpl13a	Rpl18a
Rplp1	Rpl18a
Actg1	Rpl19
Adk	Rpl19
Ap1b1	Rpl19
Arf3	Rpl19
Dhodh	Rpl19
Eef2	Rpl19
Eif5a	Rpl19
Impdh2	Rpl19
Ranbp1	Rpl19
Rpl12	Rpl19
Rpl13	Rpl19
Rpl23a	Rpl19
Rpl26	Rpl19
Rpl27a	Rpl19
Rps11	Rpl19
Rps13	Rpl19
Rps16	Rpl19
Rps17	Rpl19
Rps2	Rpl19
Rps23	Rpl19
Rps4x	Rpl19
Shmt1	Rpl19
Tkt	Rpl19
Eef2	Rpl22
Hexb	Rpl22
Pcbp1	Rpl22
Rpl21	Rpl22
Rplp1	Rpl22
Rps10	Rpl22
Uba52	Rpl22
Actb	Rpl22l1
Cops6	Rpl22l1
Eef1b2	Rpl22l1
Rpl12	Rpl22l1
Rpl13	Rpl22l1
Rpl35	Rpl22l1
Rpl35a	Rpl22l1
Rps17	Rpl22l1
Rps2	Rpl22l1
Rps24	Rpl22l1
Rps25	Rpl22l1
Rps26	Rpl22l1
Rpsa	Rpl22l1
Rpl27	Rpl23
Rpl35a	Rpl23
Rps23	Rpl23
Rps14	Rpl23a
Arf3	Rpl24
Rpl10	Rpl24
Rpl12	Rpl24
Rpl19	Rpl24
Rpl27a	Rpl24
Rpl35a	Rpl24
Rps10	Rpl24
Rps13	Rpl24
Rps8	Rpl24
Arf3	Rpl26
Rpl35a	Rpl27
Rplp1	Rpl27
Rps20	Rpl27
Eef1a1	Rpl27a
Eef1b2	Rpl27a
Pgam2	Rpl27a
Aimp1	Rpl28
Copb2	Rpl28
Lsm2	Rpl28
Mapt	Rpl28
Rpl13a	Rpl28
Rpl28	Rpl29
Eno3	Rpl3
Rpl35a	Rpl3
Arf3	Rpl30
Dhodh	Rpl30
Hsp90ab1	Rpl30
Rpl23	Rpl30
Rpl27a	Rpl30
Rpl35a	Rpl30
Rplp1	Rpl30
Rps28	Rpl30
Rps8	Rpl30
Cd81	Rpl31
Cul4b	Rpl31
Psmd4	Rpl31
Rpl12	Rpl31
Rpl30	Rpl31
Rplp1	Rpl31
Rps8	Rpl31
Atp5j2	Rpl35
Naca	Rpl35
Rpl10	Rpl35
Rpl27a	Rpl35
Rpl39	Rpl35
Rplp1	Rpl35
Rps20	Rpl35
Rpsa	Rpl35
Cul4b	Rpl35a
Eif6	Rpl35a
Eif4a1	Rpl36a
Hist1h1c	Rpl36a
Rpl35a	Rpl36a
Rps11	Rpl36a
Rps23	Rpl36a
Rps8	Rpl36a
Actb	Rpl38
Actg1	Rpl38
Atp5j2	Rpl38
Bola2	Rpl38
Ehd4	Rpl38
Eif5a	Rpl38
Ric8	Rpl38
Rpl18	Rpl38
Rpl30	Rpl38
Rpl31	Rpl38
Rpl39	Rpl38
Rpl8	Rpl38
Rpl9	Rpl38
Rplp1	Rpl38
Rps11	Rpl38
Rps13	Rpl38
Rps14	Rpl38
Rps16	Rpl38
Rps20	Rpl38
Rps23	Rpl38
Rps25	Rpl38
Rps3	Rpl38
Rps7	Rpl38
Rps8	Rpl38
Rpl12	Rpl39
Rpl18a	Rpl39
Rpl27	Rpl39
Rps13	Rpl39
Rps15a	Rpl39
Rps18	Rpl39
Rps20	Rpl39
Actg1	Rpl4
Arf2	Rpl4
Eif4a3	Rpl4
Hsp90aa1	Rpl4
Pgam2	Rpl4
Ppif	Rpl4
Prdx1	Rpl4
Prdx2	Rpl4
Prdx5	Rpl4
Rpl10	Rpl4
Rpl18a	Rpl4
Rpl19	Rpl4
Rpl27a	Rpl4
Rpl28	Rpl4
Rps17	Rpl4
Rps4x	Rpl4
Rps5	Rpl4
Rps7	Rpl4
Tpi1	Rpl4
Eef1a1	Rpl5
Rpl27a	Rpl5
Rplp1	Rpl5
Rpsa	Rpl5
Ppia	Rpl6
Rpl27a	Rpl6
Eif6	Rpl7a
Hsp90aa1	Rpl8
Rpl39	Rpl8
Rplp1	Rpl8
Rps25	Rpl8
Rpl7	Rpl9
Rps16	Rpl9
Eef1b2	Rplp1
Nsf	Rplp1
Rpl12	Rplp1
Rpl18	Rplp1
Rpl28	Rplp1
Rpl6	Rplp1
Rpl7a	Rplp1
Rplp0	Rplp1
Actb	Rplp2
Cd81	Rplp2
Rpl10a	Rplp2
Rpl19	Rplp2
Rpl27a	Rplp2
Rpl35a	Rplp2
Rpl39	Rplp2
Rplp1	Rplp2
Snrpe	Rplp2
Aarsd1	Rprd1b
Eef1a1	Rps10
Rpl18	Rps10
Rplp1	Rps10
Rps26	Rps10
Actb	Rps11
Dhodh	Rps11
Magoh	Rps11
Rpl27a	Rps11
Rpl7a	Rps11
Hsp90aa1	Rps13
Psmc5	Rps13
Rpl27a	Rps13
Rpl35a	Rps13
Rplp1	Rps13
Rps20	Rps13
Arf3	Rps14
Pabpc1	Rps14
Ppia	Rps14
Rpl27a	Rps14
Rpl35a	Rps14
Rplp1	Rps14
Rpl27a	Rps15a
Rplp1	Rps15a
Rps20	Rps15a
Dhodh	Rps16
Hba	Rps16
Pgam2	Rps16
Rpl27a	Rps16
Rpl35a	Rps16
Sod1	Rps16
Arf3	Rps17
Atp5j2	Rps17
Cox4i1	Rps17
Cox6a1	Rps17
Cox6b1	Rps17
Dhodh	Rps17
Eno3	Rps17
Pgam2	Rps17
Ran	Rps17
Rpl12	Rps17
Rpl35a	Rps17
Rps13	Rps17
Rps14	Rps17
Rps16	Rps17
Rps18	Rps17
Rps20	Rps17
Rps23	Rps17
Rps24	Rps17
Rps25	Rps17
Rps26	Rps17
Rps8	Rps17
Sars	Rps17
Snrpe	Rps17
Tkt	Rps17
Arf3	Rps18
Dhodh	Rps18
Rpl27a	Rps18
Rpl35a	Rps18
Eif3h	Rps19
Mrps22	Rps19
Rpl21	Rps19
Rpl22	Rps19
Rpl23a	Rps19
Rpl27	Rps19
Rpl39	Rps19
Rpl5	Rps19
Rplp1	Rps19
Rps16	Rps19
Rps25	Rps19
Rps26	Rps19
Rps27	Rps19
Srrm1	Rps19
Dhodh	Rps2
Pgk1	Rps2
Ppia	Rps2
Rpl27a	Rps2
Eef1a1	Rps20
Rpl27a	Rps20
Rpl28	Rps20
Rps16	Rps20
Eif5a2	Rps21
Rplp1	Rps21
Thnsl2	Rps21
Arf3	Rps23
Eif3a	Rps23
Cnbp	Rps24
Rpl3	Rps24
Snrpe	Rps24
Arf3	Rps25
Hba	Rps25
Rpl27	Rps25
Rpl27a	Rps25
Rpl35a	Rps25
Rps13	Rps25
Rps15a	Rps25
Rps20	Rps25
Rps23	Rps25
Rps8	Rps25
Actb	Rps26
Eef1a1	Rps26
Eef2	Rps26
Ran	Rps26
Rpl35a	Rps26
Rpl7a	Rps26
Rps11	Rps26
Rps2	Rps26
Timm10	Rps26
Rps10	Rps27
Rps11	Rps27
Rps12	Rps27
Rps16	Rps27
Rps2	Rps27
Rps23	Rps27
Rps25	Rps27
Rps28	Rps27
Rps3	Rps27
Rps4x	Rps27
Rps6	Rps27
Rps8	Rps27
Rpsa	Rps27
Arf3	Rps27a
Eef1a2	Rps27a
Rpl6	Rps27a
Rpl8	Rps27a
Rpl23	Rps28
Arf3	Rps3
Dynlt3	Rps3
Eef2	Rps3
Hba	Rps3
Magoh	Rps3
Rpl23a	Rps3
Rpl27	Rps3
Rpl27a	Rps3
Ppia	Rps3a1
Rpl27a	Rps3a1
Rpl31	Rps3a1
Rpl36a	Rps3a1
Rpl39	Rps3a1
Rpl7a	Rps3a1
Rpl9	Rps3a1
Eif3d	Rps4x
Pgk1	Rps4x
Rpl27a	Rps4x
Rpl28	Rps4x
Rpl7	Rps4x
Acta1	Rps5
Actb	Rps5
Actg1	Rps5
Eno2	Rps5
Pgam2	Rps5
Rpl19	Rps5
Rpl27a	Rps5
Rps25	Rps5
Rps26	Rps5
Cdc42	Rps6
Eef1a1	Rps6
Eif4a1	Rps6
Rpl29	Rps6
Rpl5	Rps6
Rpl7a	Rps6
Creb1	Rps6ka2
Magi1	Rps6ka2
Map2k1	Rps6ka2
Actn4	Rps8
Adk	Rps8
Dhodh	Rps8
Hnrnpa2b1	Rps8
Rpl12	Rps8
Rpl18	Rps8
Rpl27a	Rps8
Rpl5	Rps8
Rpl18a	Rps9
Rps18	Rps9
Hba	Rpsa
Hsp90ab1	Rpsa
Rpl27a	Rpsa
Fam195b	Rptor
Lamtor4	Rragc
Hdlbp	Rrbp1
Txndc5	Rrbp1
Fus	Rtcb
Dhx9	Rtn1
Gap43	Rtn1
Kif5c	Rtn1
Scg3	Rtn1
Sdcbp	Rtn1
Rab1	Rtn3
Rab1	Rtn4
Capzb	Rtn4ip1
Ctsa	Rtn4ip1
Gabarapl1	Rtn4ip1
Gga3	Rtn4ip1
Hspa4l	Rtn4ip1
Hsph1	Rtn4ip1
Cul4b	2700060E02Rik
Rpa1	2700060E02Rik
Snrpg	2700060E02Rik
App	Rufy3
Dnm2	Ruvbl2
Hdac4	Ruvbl2
Polr2h	Ruvbl2
Rbm8a	Ruvbl2
Rcc1	Ruvbl2
Atp5e	S100a1
S100b	S100a1
Cope	Sacm1l
Adsl	Sae1
Dcps	Sae1
Ddx6	Sae1
Larp7	Sae1
Rcc2	Sae1
Snrpe	Sae1
Srp14	Sae1
Actb	Sarnp
Alyref	Sarnp
Lsm14a	Sarnp
Mapt	Sarnp
Aldh6a1	Sars2
Eef1a1	Sars2
Ina	Sars2
Nt5c2	Sars2
Sco1	Sars2
Vhl	Sat2
Got1	Sbds
Scamp3	Scamp5
Vcl	Scfd1
Wdr1	Scfd1
Chga	Scg2
Ckb	Scly
Fermt2	Scly
Npepps	Scly
Atp2b1	Sco1
Cox17	Sco1
Cox7a2	Sco1
Crat	Sco1
Nme2	Sco1
Prdx6	Sco1
Xylb	Sco1
Cat	Scp2
Ppp1ca	Scpep1
Magoh	Scyl2
Sdf2	Sdf2l1
Sumo1	Sdf2l1
Cox6b1	Sdha
Dhx9	Sdha
Hadh	Sdha
Ldhb	Sdha
Mdh1	Sdha
Mdh2	Sdha
Nmt1	Sdha
Prdx3	Sdha
Sco1	Sdhaf2
Pura	Acn9
Rgs7bp	Acn9
Cops5	Sdhb
Dhx9	Sdhb
Ndufa2	Sdhb
Ndufa3	Sdhb
Ndufa5	Sdhb
Uqcrh	Sdhb
Fh1	Sdhd
Immt	Sdhd
Sdhb	Sdhd
Clasp2	Sec13
Dctn1	Sec13
Dynlt3	Sec13
Eef1a1	Sec13
Fus	Sec13
Nup85	Sec13
Zfp276	Sec13
Atp2b4	Sec14l2
Glrx2	Sec14l2
Sco1	Sec14l2
Rpl7	Sec23a
Rpl35a	Sec31a
Rpl6	Sec31a
Rplp2	Sec31a
Mipep	Sec31b
Gpx1	Selenbp2
Tagln	Selenbp2
Aldh5a1	Selo
Hspa4l	Selo
Hsph1	Selo
Sco1	Selo
Tbc1d17	Selo
Tkt	Selo
Apoe	Sepp1
Tpt1	Sepp1
Grb2	Sema7a
Sdcbp	Sepsecs
Dync1i2	Serbp1
Dync1li1	Serbp1
Fmr1	Serbp1
Fus	Serbp1
Isg15	Serbp1
Fga	Serpina1b
Lin7b	Serpina1b
Plg	Serpina1b
Serpina3k	Serpina1b
Sepp1	Serpina1c
Serpina1b	Serpina1c
Serpinb5	Serpina1c
