interactor_A	interactor_B	confidence_value
Pgls	G6pdx	0.34505215
Ywhae	Apoa1	0.34505215
Atp1b1	Apoa1	0.34505215
Cav3	Apoa1	0.34505215
Hsd3b4	Apoa1	0.34505215
Gm10681	Apoa1	0.34505215
Hsd3b7	Apoa1	0.34505215
Pgls	Apoa1	0.34505215
Ywhae	Serpina1d	0.34505215
Rab6a	Serpina1e	0.34505215
Rab38	Yy1	0.34505215
Ywhae	Yy1	0.34505215
Trpm7	Yy1	0.34505215
Ywhae	Rbp1	0.34505215
Fxr1	Hnrnpul2	0.34505215
Cox15	Hnrnpul2	0.34505215
Huwe1	Hnrnpul2	0.34505215
Ywhah	Hnrnpul2	0.34505215
Pdha1	Hnrnpul2	0.34505215
Hmga2	Hnrnpul2	0.34505215
Xpo7	Hnrnpul2	0.34505215
Ryr1	Pde4d	0.34505215
Kalrn	Pde4d	0.34505215
Mycbp2	Pde1b	0.34505215
Ywhae	Pde1b	0.34505215
Dlg4	Grin2c	0.34505215
Pou5f1	Creb1	0.34505215
Ywhae	Col1a2	0.34505215
Ywhae	Egfr	0.34505215
Hsd3b7	Egfr	0.34505215
Hmga2	Top2a	0.34505215
Cenpc1	Top2a	0.34505215
Pou5f1	Top2a	0.34505215
Nr4a1	Top2a	0.34505215
Smarce1	Top2a	0.34505215
Dpf2	Top2a	0.34505215
Smarcc1	Top2a	0.34505215
Arid1b	Top2a	0.34505215
Ywhae	Top2a	0.34505215
Sting1	Top2a	0.34505215
Aire	Top2a	0.34505215
Smarcb1	Top2a	0.34505215
Arid1a	Top2a	0.34505215
Ss18	Top2a	0.34505215
Pbrm1	Top2a	0.34505215
Smarcd1	Top2a	0.34505215
Ywhae	Sec23a	0.34505215
Ywhab	Sec23a	0.34505215
Gm10681	Sec23a	0.34505215
Tnik	Sec23a	0.34505215
Tsc1	Sec23a	0.34505215
Mycbp2	Sec23a	0.34505215
Hsd3b4	Sec23a	0.34505215
Ywhaz	Sec23a	0.34505215
Pgls	Sec23a	0.34505215
Herc2	Sec23a	0.34505215
Slc6a4	Sec23a	0.34505215
Eif3f	Notch1	0.34505215
Pgls	Nme2	0.34505215
Cav3	Nme2	0.34505215
Hsd3b4	Nme2	0.34505215
Gm10681	Nme2	0.34505215
Ywhae	Nme2	0.34505215
Hsd3b7	Nme2	0.34505215
Cacna1c	Nme2	0.34505215
Ywhaz	Nme2	0.34505215
Kcnq1	Nme2	0.34505215
Snta1	Nme2	0.34505215
Ywhab	Cacna1c	0.34505215
Rpgrip1l	Vcp	0.34505215
Kcnq1	Vcp	0.34505215
Cav3	Vcp	0.34505215
Actrt3	Vcp	0.34505215
Hdac4	Vcp	0.34505215
Rd3	Vcp	0.34505215
Hsd3b7	Vcp	0.34505215
Pgls	Vcp	0.34505215
Gm10681	Vcp	0.34505215
Ywhab	Vcp	0.34505215
Nsfl1c	Vcp	0.34505215
Hsd3b4	Vcp	0.34505215
Ywhae	Vcp	0.34505215
Zap70	Ly9	0.34505215
Rab38	Ly9	0.34505215
Lat	Ly9	0.34505215
Rab32	Ly9	0.34505215
Hsd3b4	Aqp1	0.34505215
Ywhae	Aqp1	0.34505215
Gm10681	Aqp1	0.34505215
Cav3	Aqp1	0.34505215
Ywhae	Uba1	0.34505215
Pgls	Uba1	0.34505215
Shank3	Uba1	0.34505215
Pde4dip	Uba1	0.34505215
Hmga2	Uba1	0.34505215
Ryr2	C1qc	0.34505215
Ripk1	Prkcq	0.34505215
Pecam1	Ctnnb1	0.34505215
Dlgap1	Ctnnb1	0.34505215
Lrrk2	Ctnnb1	0.34505215
Pde4dip	Ctnnb1	0.34505215
Ywhae	Ctnnb1	0.34505215
Fxr1	Ctnnb1	0.34505215
Bbs2	Ctnnb1	0.34505215
Pex5l	Ctnnb1	0.34505215
Trpm7	Ctnnb1	0.34505215
Tcf4	Ctnnb1	0.34505215
Ywhab	Ctnnb1	0.34505215
Cyfip2	Ctnnb1	0.34505215
Tsc1	Ctnnb1	0.34505215
Arl6	Ctnnb1	0.34505215
Dlg4	Ctnnb1	0.34505215
Iqcb1	Jup	0.34505215
Ezh2	Jup	0.34505215
Mks1	Jup	0.34505215
Xpo7	Jup	0.34505215
Cep290	Jup	0.34505215
Ywhae	Jup	0.34505215
Trpm7	Jup	0.34505215
Nphp4	Jup	0.34505215
Rpgrip1l	Jup	0.34505215
Pecam1	Jup	0.34505215
Atp1b1	Ank1	0.34505215
Gm10681	Ank1	0.34505215
Ywhaz	Ank1	0.34505215
Hsd3b4	Ank1	0.34505215
Ywhae	Ank1	0.34505215
Epop	Mtf2	0.34505215
Jarid2	Mtf2	0.34505215
Prkce	Myh6	0.34505215
Ywhae	Myh6	0.34505215
Ppp1ca	Myh6	0.34505215
Ywhae	Sap30bp	0.34505215
Ywhah	Sap30bp	0.34505215
Xpo7	Sap30bp	0.34505215
Taf4	Pax5	0.34505215
Smarca4	Pax5	0.34505215
Tbp	Pax5	0.34505215
Ywhae	Nfia	0.34505215
Tbx5	Nfia	0.34505215
Ywhae	Col6a2	0.34505215
Snta1	Col6a2	0.34505215
Ywhah	Col6a2	0.34505215
Cav3	Col6a2	0.34505215
Invs	Nucb1	0.34505215
Gm10681	Nucb1	0.34505215
Hsd3b4	Nucb1	0.34505215
Iqcb1	Nucb1	0.34505215
Hsd3b7	Nucb1	0.34505215
Ywhaz	Nucb1	0.34505215
Ywhae	Nucb1	0.34505215
Rab19	Nucb1	0.34505215
Ywhae	Tek	0.34505215
Ywhae	Prkcz	0.34505215
Tsc1	Epha4	0.34505215
Nphp4	Epha2	0.34505215
Cdk9	Cdk7	0.34505215
Ywhae	Cdk7	0.34505215
Pde4dip	Enah	0.34505215
Agap2	Enah	0.34505215
Ywhae	Enah	0.34505215
Ywhah	Atp5a1	0.34505215
Hsd3b4	Atp5a1	0.34505215
B9d1	Atp5a1	0.34505215
Rd3	Atp5a1	0.34505215
Ezh2	Atp5a1	0.34505215
Gm10681	Atp5a1	0.34505215
Prkce	Atp5a1	0.34505215
Invs	Atp5a1	0.34505215
Pgls	Atp5a1	0.34505215
Cenpc1	Atp5a1	0.34505215
Ywhab	Atp5a1	0.34505215
Ywhae	Atp5a1	0.34505215
Hsd3b7	Atp5a1	0.34505215
Rpgrip1l	Atp5a1	0.34505215
Dtnbp1	Atp5a1	0.34505215
Iqcb1	Atp5a1	0.34505215
Dlg4	Atp5a1	0.34505215
Cbl	Atp5a1	0.34505215
Ywhae	Thbs2	0.34505215
Dlgap1	Grin2d	0.34505215
Ywhae	Grin2d	0.34505215
Ywhae	Scg2	0.34505215
Lat	Itk	0.34505215
Cyfip1	Kcnb1	0.34505215
Ywhae	Pfdn6	0.34505215
Ywhae	Rela	0.34505215
Rab21	Rela	0.34505215
Ywhae	Ckb	0.34505215
Rpgrip1l	Ckb	0.34505215
Ywhaz	Ckb	0.34505215
Hmga2	Ckb	0.34505215
Pgls	Ckb	0.34505215
Sdha	Ckb	0.34505215
Invs	Ckb	0.34505215
Ywhae	Nf1	0.34505215
Shank3	Nf1	0.34505215
Ywhab	Nf1	0.34505215
Hdac4	Nf1	0.34505215
Abcf1	Nf1	0.34505215
Hcn1	Nf1	0.34505215
Agap2	Nf1	0.34505215
Pde4dip	Nf1	0.34505215
Hmga2	Yes1	0.34505215
Ncoa2	Yes1	0.34505215
Hdac4	Top1	0.34505215
Pdha1	Top1	0.34505215
Ywhae	Top1	0.34505215
Dlst	Top1	0.34505215
Vdac1	Top1	0.34505215
Cox15	Top1	0.34505215
Hmga2	Top1	0.34505215
Tbx5	Top1	0.34505215
Ywhae	Col6a1	0.34505215
Kcnq1	Col6a1	0.34505215
Cav3	Col6a1	0.34505215
Snta1	Col6a1	0.34505215
Sox2	Sox8	0.34505215
Ywhae	Acp5	0.34505215
Hsd3b7	Acp5	0.34505215
Xpo7	Acp5	0.34505215
Xpo7	Rac2	0.34505215
Ywhae	Rac2	0.34505215
Ywhae	Rcn1	0.34505215
Ywhae	Cyp2e1	0.34505215
Hsd3b7	Cyp2e1	0.34505215
Prkce	Ptgs2	0.34505215
Invs	Fabp5	0.34505215
Pgls	Fabp5	0.34505215
Ywhae	Fabp5	0.34505215
Hdac4	Fmn1	0.34505215
Ppp1ca	Ncoa3	0.34505215
Tfcp2l1	Ncoa3	0.34505215
Rpgrip1l	Wdr37	0.34505215
Ywhae	Larp7	0.34505215
Srsf2	Larp7	0.34505215
Meioc	Larp7	0.34505215
Srsf1	Larp7	0.34505215
Cdk9	Larp7	0.34505215
Hdac4	Larp7	0.34505215
Tbx5	Larp7	0.34505215
Hdac4	Eif5b	0.34505215
Ywhae	Cab39	0.34505215
Ywhae	Atp5k	0.34505215
Snta1	Atp5k	0.34505215
Cav3	Atp5k	0.34505215
Cacna1c	Atp5k	0.34505215
Ywhae	Scgb1a1	0.34505215
Ywhae	Aplp2	0.34505215
Hsd3b7	Clu	0.34505215
Ywhae	Clu	0.34505215
Pgls	Clu	0.34505215
Tnik	Clu	0.34505215
Ywhab	Clu	0.34505215
Pde4dip	Clu	0.34505215
Grid2	Igfbp5	0.34505215
Rab33a	Gdf9	0.34505215
Tsc1	Igf2r	0.34505215
Ywhae	Igf2r	0.34505215
Shank3	Igf2r	0.34505215
Clstn1	Igf2r	0.34505215
Iqcb1	Igf2r	0.34505215
Tnip2	Map3k8	0.34505215
Hdac4	Serpine2	0.34505215
Hsd3b4	Acads	0.34505215
Gm10681	Acads	0.34505215
Pgls	Acads	0.34505215
Hsd3b7	Acads	0.34505215
Ywhaz	Acads	0.34505215
Ywhae	Acads	0.34505215
Ywhae	Lgals3bp	0.34505215
Rd3	Lgals3bp	0.34505215
Hmga2	Bax	0.34505215
Hmga2	Plk1	0.34505215
Cep290	F13b	0.34505215
Hmga2	Cbfb	0.34505215
Cdk9	Cbfb	0.34505215
Gm10681	Cnn2	0.34505215
Ywhae	Cnn2	0.34505215
Hsd3b4	Cnn2	0.34505215
Ryr2	Tgm3	0.34505215
Ywhae	Lyar	0.34505215
Cdk9	Lyar	0.34505215
Ywhah	Lyar	0.34505215
Ywhae	Pecam1	0.34505215
Ywhae	Eps8	0.34505215
Ywhaz	Eps8	0.34505215
Hdac4	Eps8	0.34505215
Ywhae	Tfdp1	0.34505215
Rnf2	Tfdp1	0.34505215
Ywhae	Padi2	0.34505215
Ywhae	Runx2	0.34505215
Gm10681	Cd36	0.34505215
Hsd3b4	Cd36	0.34505215
Ywhaz	Cd36	0.34505215
Atp1b1	Cd36	0.34505215
Ywhae	Cd36	0.34505215
Pou5f1	Mitf	0.34505215
Xpo7	Fbln1	0.34505215
Ywhae	Fbln1	0.34505215
Ywhae	Ssrp1	0.34505215
Tbx5	Ssrp1	0.34505215
Hmga2	Ssrp1	0.34505215
Pou5f1	Ssrp1	0.34505215
Xpo7	Ssrp1	0.34505215
Csf1	Slc7a1	0.34505215
Hdac4	Chd8	0.34505215
Tnik	Chd8	0.34505215
Asf1a	Chd8	0.34505215
Ywhab	Cnnm1	0.34505215
Cenpc1	Zfp541	0.34505215
Rab8b	Fam184b	0.34505215
Mycbp2	Unc79	0.34505215
Ywhae	Ubxn2b	0.34505215
Kalrn	Trio	0.34505215
Agap2	Trio	0.34505215
Tnik	Trio	0.34505215
Hdac4	Trio	0.34505215
Dlgap1	Trio	0.34505215
Cdk9	Zc3h18	0.34505215
Xpo7	Zc3h18	0.34505215
Rpgrip1l	Zc3h18	0.34505215
Ezh2	Krt80	0.34505215
Cenpc1	Rbm15	0.34505215
Hmga2	Rbm15	0.34505215
Tbx5	Rbm15	0.34505215
Dlg4	Cpne7	0.34505215
Atp6v1a	Atp2b3	0.34505215
Ywhah	Rbis	0.34505215
Tfcp2l1	Pogz	0.34505215
Pde4dip	Vgf	0.34505215
Ywhae	Npepps	0.34505215
Cyfip1	Npepps	0.34505215
Dlg4	Npepps	0.34505215
Cav3	Npepps	0.34505215
Rab38	Fut4	0.34505215
Ywhae	Pepd	0.34505215
Invs	Fam83h	0.34505215
Rpgrip1l	Fam83h	0.34505215
Ywhae	Perm1	0.34505215
Shank3	Traf3ip1	0.34505215
Ywhae	Gspt2	0.34505215
Ywhae	Cdk12	0.34505215
Ywhae	Rtkn2	0.34505215
Shank3	Grm2	0.34505215
Agap2	Grm2	0.34505215
B9d1	Tdrd9	0.34505215
Ppp1ca	Ptcd3	0.34505215
Xpo7	Zbtb48	0.34505215
Lat	Nsun2	0.34505215
Cav3	Trim72	0.34505215
Ezh2	Hnrnpab	0.34505215
Sting1	Parp14	0.34505215
Mycbp2	Specc1l	0.34505215
Kalrn	Specc1l	0.34505215
Cyfip1	Phactr1	0.34505215
Agap2	Phactr1	0.34505215
Hdac4	Psd3	0.34505215
Aicda	Nfkbid	0.34505215
Ripk1	Malt1	0.34505215
Sox2	Sox5	0.34505215
Ctsd	Pi4k2a	0.34505215
Ywhae	Pi4k2a	0.34505215
Hsd3b7	Pi4k2a	0.34505215
Hsd3b4	Hsdl2	0.34505215
Ywhae	Hsdl2	0.34505215
Gm10681	Hsdl2	0.34505215
Ywhae	Cd163	0.34505215
Ywhae	Meaf6	0.34505215
Dlg4	Lrfn1	0.34505215
Sting1	Slc39a7	0.34505215
Hdac4	Prex2	0.34505215
Sall4	Vrtn	0.34505215
Rab38	Arhgap45	0.34505215
Rab32	Arhgap45	0.34505215
Pag1	Sting1	0.34505215
Lat	Sting1	0.34505215
Ywhae	Mrpl10	0.34505215
Hmga2	Ccdc127	0.34505215
Rab17	Ccdc127	0.34505215
Pgls	Hs1bp3	0.34505215
Ywhae	Hs1bp3	0.34505215
Dcaf8	Cul4a	0.34505215
Ywhae	Cul4a	0.34505215
Xpo7	Cul4a	0.34505215
Ddb1	Cul4a	0.34505215
Ywhae	Plbd2	0.34505215
Ywhae	Ppp1r21	0.34505215
Ywhae	Rogdi	0.34505215
Ago2	Hp1bp3	0.34505215
Hmga2	Hp1bp3	0.34505215
Vdac1	Hp1bp3	0.34505215
Pdha1	Hp1bp3	0.34505215
Dlst	Hp1bp3	0.34505215
Ywhae	Hp1bp3	0.34505215
Dlgap1	Iqsec3	0.34505215
Mycbp2	Iqsec3	0.34505215
Agap2	Iqsec3	0.34505215
Tnik	Iqsec3	0.34505215
Rpgrip1l	Nap1l1	0.34505215
Ywhae	Lpcat1	0.34505215
Cdk9	Gpatch4	0.34505215
Pag1	Fam107b	0.34505215
Hmga2	Gm49909	0.34505215
Hmga2	Myl12b	0.34505215
Ywhae	Gm49909	0.34505215
Ywhae	Myl12b	0.34505215
Ywhah	Gm49909	0.34505215
Ywhah	Myl12b	0.34505215
Lrrk2	Gm49909	0.34505215
Lrrk2	Myl12b	0.34505215
Epop	Gm49909	0.34505215
Epop	Myl12b	0.34505215
Ywhae	Aarsd1	0.34505215
Ywhah	Eif1ad	0.34505215
Ywhae	Eif1ad	0.34505215
Ywhae	Gtf2f1	0.34505215
Hmga2	Mat2a	0.34505215
Mid1ip1	Mat2a	0.34505215
Hmga2	H2az2	0.34505215
Iqcb1	Ric8a	0.34505215
Hdac4	Zc3h15	0.34505215
Hmga2	Usp39	0.34505215
Ywhah	Usp39	0.34505215
Hdac4	Usp39	0.34505215
Ywhae	Usp39	0.34505215
Ywhaz	Llgl2	0.34505215
Ywhae	Llgl2	0.34505215
Rab6a	Fam98a	0.34505215
Pgls	Fam98a	0.34505215
Rab4b	Fam98a	0.34505215
Hsd3b7	Fam98a	0.34505215
Asf1a	Fam98a	0.34505215
Hdac4	Fam98a	0.34505215
Ywhae	Fam98a	0.34505215
Fxr1	Smarca4	0.34505215
Tfcp2l1	Smarca4	0.34505215
Trim28	Smarca4	0.34505215
Nsd2	Smarca4	0.34505215
Myod1	Smarca4	0.34505215
Foxa2	Smarca4	0.34505215
Chd7	Smarca4	0.34505215
Pbrm1	Smarca4	0.34505215
Rbpj	Smarca4	0.34505215
H2az1	Smarca4	0.34505215
Smarcd1	Smarca4	0.34505215
Sall4	Smarca4	0.34505215
Dpf2	Smarca4	0.34505215
Ywhae	Cwc27	0.34505215
Ywhae	Prrc2c	0.34505215
Hdac4	Prrc2c	0.34505215
Asf1a	Prrc2c	0.34505215
Fxr1	Prrc2c	0.34505215
Mycbp2	Prrc2c	0.34505215
Gm10681	Echdc2	0.34505215
Hsd3b4	Echdc2	0.34505215
Ywhaz	Echdc2	0.34505215
Ywhae	Echdc2	0.34505215
Hmga2	Rac1	0.34505215
Aicda	Pdia6	0.34505215
Dlg4	Pdia6	0.34505215
Cep290	Ccdc102a	0.34505215
Ywhae	Xylb	0.34505215
Sting1	Itprip	0.34505215
Iqcb1	Exoc5	0.34505215
Ywhab	Exoc5	0.34505215
Agap2	Mapk10	0.34505215
Ywhae	Map9	0.34505215
Lcp2	Cblb	0.34505215
Zap70	Cblb	0.34505215
Cbl	Cblb	0.34505215
B9d1	Tex52	0.34505215
Rab10	4930453N24Rik	0.34505215
Kat2a	Krt2	0.34505215
Dsp	Krt2	0.34505215
Kat2a	Yeats2	0.34505215
Tfcp2l1	Yeats2	0.34505215
Hmga2	Pnn	0.34505215
Cdk9	Hexim2	0.34505215
Ywhae	Pbxip1	0.34505215
Hmga2	Nelfcd	0.34505215
Hmga2	Srsf6	0.34505215
Xpo7	Srsf6	0.34505215
Pgls	Psmd1	0.34505215
Cbl	Psmd1	0.34505215
Ppp1ca	Psmd1	0.34505215
Ywhae	Psmd1	0.34505215
Ywhae	Inip	0.34505215
Ywhae	Fam131b	0.34505215
Ywhae	Smyd5	0.34505215
Ywhae	Alg11	0.34505215
Abcf1	Nol9	0.34505215
Ywhae	Nol9	0.34505215
Mycbp2	Nol9	0.34505215
Ywhae	Esyt2	0.34505215
Optn	Hace1	0.34505215
Hdac4	Trappc9	0.34505215
Invs	Khsrp	0.34505215
Dsp	Khsrp	0.34505215
Asf1a	Khsrp	0.34505215
Hmga2	Tradd	0.34505215
Tnfrsf1a	Tradd	0.34505215
Pou5f1	Zfp217	0.34505215
Pde4dip	Ddb1	0.34505215
Pou5f1	Ddb1	0.34505215
Dcaf8	Ddb1	0.34505215
Cbl	Ddb1	0.34505215
Xpo7	Ddb1	0.34505215
Cry1	Ddb1	0.34505215
Pgls	Ddb1	0.34505215
Dnajc11	Ddb1	0.34505215
Hmga2	Ddb1	0.34505215
Ywhae	Ddb1	0.34505215
Rpgrip1l	Ddb1	0.34505215
Iqcb1	Ddb1	0.34505215
B9d1	Map3k9	0.34505215
Kalrn	Map3k9	0.34505215
Ywhae	Gpsm3	0.34505215
Hdac4	Mast3	0.34505215
Iqcb1	Hspa4	0.34505215
Pgls	Sec24a	0.34505215
Ywhae	Hvcn1	0.34505215
Hdac4	Rnf40	0.34505215
Ywhae	Rnf40	0.34505215
Rpgrip1l	Klhl21	0.34505215
Hdac4	BC052040	0.34505215
Ywhae	Arhgef16	0.34505215
Cbl	Esyt1	0.34505215
Ywhae	Esyt1	0.34505215
Ywhae	Lbr	0.34505215
Lats2	Lbr	0.34505215
Rpgrip1l	Trip13	0.34505215
Ywhae	Tbrg1	0.34505215
Hmga2	Tmem109	0.34505215
Ywhah	Ttll12	0.34505215
Ywhah	Ube2z	0.34505215
Ywhae	Puf60	0.34505215
Rpgrip1l	Pde4c	0.34505215
Ywhae	Frmd8	0.34505215
Hdac4	Carmil3	0.34505215
Grb2	Garem1	0.34505215
Ywhae	Nt5c3b	0.34505215
Hdac4	Eif3j1	0.34505215
Xpo7	Eif3j1	0.34505215
Ywhae	Hdhd2	0.34505215
Rab5c	Sptb	0.34505215
Rab5a	Sptb	0.34505215
Iqcb1	Myh10	0.34505215
Hdac4	Dip2b	0.34505215
Pde4dip	Dip2b	0.34505215
Dlg4	Dip2b	0.34505215
Cav3	Limch1	0.34505215
Mycbp2	Limch1	0.34505215
Hdac4	Limch1	0.34505215
Rab10	Spg11	0.34505215
Mycbp2	Ccdc177	0.34505215
Ywhae	Lrrk1	0.34505215
Grb2	Lrrk1	0.34505215
Shc1	Lrrk1	0.34505215
Dlgap1	Dab2ip	0.34505215
Pde4dip	Dab2ip	0.34505215
Trpm7	Snx27	0.34505215
Hdac4	Snx27	0.34505215
Abcf1	Snx27	0.34505215
Dlgap1	Agap2	0.34505215
Pde4dip	Agap2	0.34505215
Ywhab	Agap2	0.34505215
Dlg4	Atp2b2	0.34505215
Hdac4	Zswim8	0.34505215
Rab39b	Zswim8	0.34505215
Rab22a	Zswim8	0.34505215
Ywhae	Zswim8	0.34505215
Ift22	Zswim8	0.34505215
Fxr1	Aak1	0.34505215
Cyfip1	Aak1	0.34505215
Ywhab	Aak1	0.34505215
Ywhaz	Aak1	0.34505215
Dlg4	Traf3	0.34505215
Hdac4	Tenm4	0.34505215
Ywhab	Tenm4	0.34505215
Asf1a	Tenm4	0.34505215
Tnik	Camkv	0.34505215
Cyfip1	Camkv	0.34505215
Atp6v1a	Camkv	0.34505215
Ywhae	Camkv	0.34505215
Ywhab	Camkv	0.34505215
Ywhae	Nol8	0.34505215
Hmga2	Rfc4	0.34505215
Ywhae	Arhgap17	0.34505215
Xpo7	Mettl14	0.34505215
Hmga2	Plekha7	0.34505215
Pgls	Dtx3l	0.34505215
Ywhae	Dtx3l	0.34505215
Sting1	Dtx3l	0.34505215
Hsd3b7	Dtx3l	0.34505215
Hdac4	Ndufb6	0.34505215
Ywhae	Mylk3	0.34505215
Cav3	Mylk3	0.34505215
Rnf2	Pcgf5	0.34505215
Pde4dip	Tax1bp1	0.34505215
Rnf11	Tax1bp1	0.34505215
Rab4b	Smu1	0.34505215
Ywhae	Smu1	0.34505215
Hdac4	Smu1	0.34505215
Hsd3b7	Smu1	0.34505215
Rab17	Smu1	0.34505215
Cdk9	Ell2	0.34505215
Abcf1	Arglu1	0.34505215
Dlg4	Arglu1	0.34505215
Cav3	Mccc2	0.34505215
Ezh2	Mccc2	0.34505215
Cbl	Mccc2	0.34505215
Atp1b1	Mccc2	0.34505215
Ywhae	Gpd1l	0.34505215
Sting1	Upf3b	0.34505215
Ppp1ca	Nudt6	0.34505215
Xpo7	Fhdc1	0.34505215
Tnik	Lsg1	0.34505215
Hdac4	Lsg1	0.34505215
Nanog	Hdac3	0.34505215
Ywhae	Ppp1r7	0.34505215
Shank3	Ppp1r7	0.34505215
Hmga2	Runx1	0.34505215
Meioc	Spata5	0.34505215
Ryr2	Cobll1	0.34505215
Ywhaz	Cobll1	0.34505215
Ywhae	Cobll1	0.34505215
Gm10681	Cobll1	0.34505215
Hsd3b4	Cobll1	0.34505215
Mycbp2	Lrch2	0.34505215
Rab21	Ankrd27	0.34505215
Atp6v1a	Mcu	0.34505215
Ywhab	Mcu	0.34505215
Csf1	Ppp1r12c	0.34505215
Ppp1ca	Ppp1r12c	0.34505215
Pgls	Hdgfl2	0.34505215
Xpo7	Hdgfl2	0.34505215
Ywhae	Hdgfl2	0.34505215
Lcp2	Skap2	0.34505215
Ywhab	Gprin1	0.34505215
Rab32	Tfcp2l1	0.34505215
Naip6	Nlrc4	0.34505215
Lat	Zc3hav1	0.34505215
Ywhae	Zc3hav1	0.34505215
Lcp2	Zc3hav1	0.34505215
Sting1	Arhgef40	0.34505215
Mycbp2	Sec31a	0.34505215
Abcf1	Vcam1	0.34505215
Syngap1	Iqgap2	0.34505215
Dlg4	Iqgap2	0.34505215
Agap2	Iqgap2	0.34505215
Dlgap1	Iqgap2	0.34505215
Asf1a	Fcho2	0.34505215
Hdac4	Fcho2	0.34505215
Ywhae	Fcho2	0.34505215
Hmga2	Brd9	0.34505215
Grin1	Slmap	0.34505215
Rab38	Tex10	0.34505215
Rab33a	Tex10	0.34505215
Abcf1	Tex10	0.34505215
Mycbp2	Tex10	0.34505215
B9d1	Zscan4f	0.34505215
Ywhae	Peg3	0.34505215
Dlst	Sfswap	0.34505215
Ywhae	Sfswap	0.34505215
Cav3	Csnk1d	0.34505215
Snta1	Sorbs2	0.34505215
Tnik	Sorbs2	0.34505215
Gm10681	Sorbs2	0.34505215
Dlg4	Sorbs2	0.34505215
Pgls	Sorbs2	0.34505215
Dlgap1	Sorbs2	0.34505215
Hsd3b4	Sorbs2	0.34505215
Ywhaz	Sorbs2	0.34505215
Pde4dip	Sorbs2	0.34505215
Agap2	Sorbs2	0.34505215
Mycbp2	Sorbs2	0.34505215
Cav3	Sorbs2	0.34505215
Ywhae	Sorbs2	0.34505215
Sting1	Cdc42bpa	0.34505215
Ywhae	Strada	0.34505215
Lcp2	Skap1	0.34505215
Rpgrip1l	Lgr6	0.34505215
Shank3	Grm5	0.34505215
Homer1	Grm5	0.34505215
Tnik	Grm5	0.34505215
Ywhae	Fam129a	0.34505215
Aicda	Fam129a	0.34505215
Abcf1	Tubal3	0.34505215
Fxr1	Ppm1h	0.34505215
Ywhaz	Ppm1h	0.34505215
Ywhae	Ppm1h	0.34505215
Syngap1	Grk3	0.34505215
Mycbp2	Lrrfip1	0.34505215
Ywhae	Lrrfip1	0.34505215
Pde4dip	Lrrfip1	0.34505215
Camk2d	Lrrfip1	0.34505215
Sp7	Lrrfip1	0.34505215
Eed	Lrrfip1	0.34505215
B9d1	Olfm4	0.34505215
Ywhae	Sult1d1	0.34505215
Ywhaz	Sult1d1	0.34505215
Hmga2	Tmed1	0.34505215
Hmga2	Tmem237	0.34505215
Cep290	Ccdc110	0.34505215
Dlg4	Slc25a31	0.34505215
Atp1b1	Slc25a31	0.34505215
Ywhae	Nt5c2	0.34505215
Ywhah	Nt5c2	0.34505215
Ywhae	P3h1	0.34505215
Meioc	Kif22	0.34505215
Hmga2	Kif22	0.34505215
Cacna1c	Afg1l	0.34505215
Atp1b1	Afg1l	0.34505215
Lcp2	Ubash3a	0.34505215
Cbl	Ubash3a	0.34505215
Zap70	Ubash3a	0.34505215
Cblb	Ubash3a	0.34505215
Lat	Ubash3a	0.34505215
Arl6	Bbs1	0.34505215
Ywhae	Mthfd1l	0.34505215
Hsd3b7	Mthfd1l	0.34505215
Rab19	Mthfd1l	0.34505215
Hsd3b4	Mthfd1l	0.34505215
Rab21	Mthfd1l	0.34505215
Rab4b	Mthfd1l	0.34505215
Rab1a	Mthfd1l	0.34505215
Rab3a	Mthfd1l	0.34505215
Gm10681	Mthfd1l	0.34505215
Nanog	Zbtb2	0.34505215
Pou5f1	Zbtb2	0.34505215
Sall4	Zbtb2	0.34505215
Lin28a	Lin28b	0.34505215
Nanog	Ilf3	0.34505215
Pde4dip	Stox2	0.34505215
Homer1	Shank3	0.34505215
Tsc1	Shank3	0.34505215
Actn1	Shank3	0.34505215
Hcn1	Shank3	0.34505215
Nphp4	Shank3	0.34505215
Tnik	Shank3	0.34505215
Cnksr2	Shank3	0.34505215
Dlg4	Shank3	0.34505215
Ryr2	Shank3	0.34505215
Cyfip1	Shank3	0.34505215
Dlst	Prpf38a	0.34505215
Ywhae	Prpf38a	0.34505215
Ywhae	Ubn1	0.34505215
Ywhae	Oxr1	0.34505215
Atp6v1a	Oxr1	0.34505215
Ywhab	Unc13a	0.34505215
Pex5l	Unc13a	0.34505215
Tnik	Unc13a	0.34505215
Hsd3b7	Slc27a5	0.34505215
Ywhae	Slc27a5	0.34505215
Cdk9	Atad5	0.34505215
Hdac4	Herc2	0.34505215
Mycbp2	Herc2	0.34505215
Ywhae	Sez6l2	0.34505215
Clstn1	Sez6l2	0.34505215
B9d1	Ccdc84	0.34505215
Ywhae	Pds5b	0.34505215
Agap2	Prkca	0.34505215
Xpo7	Cdv3	0.34505215
Ywhae	Snx33	0.34505215
Hdac4	Snx33	0.34505215
Rlim	Plekhg3	0.34505215
Mycbp2	Wdr18	0.34505215
Rpgrip1l	Maea	0.34505215
Pgls	Ddx17	0.34505215
Trpm7	Ddx17	0.34505215
Aire	Ddx17	0.34505215
Ywhae	Ddx17	0.34505215
Xpo7	Ddx17	0.34505215
Hsd3b7	Ddx17	0.34505215
