database	pathway	gene
HALLMARK	HYPOXIA	DCN
HALLMARK	HYPOXIA	SIAH2
HALLMARK	HYPOXIA	PLAC8
HALLMARK	HYPOXIA	FBP1
HALLMARK	HYPOXIA	TPST2
HALLMARK	HYPOXIA	PHKG1
HALLMARK	HYPOXIA	MYH9
HALLMARK	HYPOXIA	CDKN1C
HALLMARK	HYPOXIA	GRHPR
HALLMARK	HYPOXIA	PCK1
HALLMARK	HYPOXIA	INHA
HALLMARK	HYPOXIA	HSPA5
HALLMARK	HYPOXIA	NDST2
HALLMARK	HYPOXIA	NEDD4L
HALLMARK	HYPOXIA	TPBG
HALLMARK	HYPOXIA	XPNPEP1
HALLMARK	HYPOXIA	IL6
HALLMARK	HYPOXIA	SLC6A6
HALLMARK	HYPOXIA	MAP3K1
HALLMARK	HYPOXIA	LDHC
HALLMARK	HYPOXIA	AKAP12
HALLMARK	HYPOXIA	TES
HALLMARK	HYPOXIA	KIF5A
HALLMARK	HYPOXIA	LALBA
HALLMARK	HYPOXIA	COL5A1
HALLMARK	HYPOXIA	GPC1
HALLMARK	HYPOXIA	HDLBP
HALLMARK	HYPOXIA	ILVBL
HALLMARK	HYPOXIA	NCAN
HALLMARK	HYPOXIA	TGM2
HALLMARK	HYPOXIA	ETS1
HALLMARK	HYPOXIA	HOXB9
HALLMARK	HYPOXIA	SELENBP1
HALLMARK	HYPOXIA	FOSL2
HALLMARK	HYPOXIA	SULT2B1
HALLMARK	HYPOXIA	TGFB3
HALLMARK	CHOLESTEROL_HOMEOSTASIS	FDPS
HALLMARK	CHOLESTEROL_HOMEOSTASIS	CYP51A1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	IDI1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	FDFT1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	DHCR7
HALLMARK	CHOLESTEROL_HOMEOSTASIS	SQLE
HALLMARK	CHOLESTEROL_HOMEOSTASIS	HMGCS1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	NSDHL
HALLMARK	CHOLESTEROL_HOMEOSTASIS	LSS
HALLMARK	CHOLESTEROL_HOMEOSTASIS	MVD
HALLMARK	CHOLESTEROL_HOMEOSTASIS	LDLR
HALLMARK	CHOLESTEROL_HOMEOSTASIS	TM7SF2
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ALDOC
HALLMARK	CHOLESTEROL_HOMEOSTASIS	EBP
HALLMARK	CHOLESTEROL_HOMEOSTASIS	SCD
HALLMARK	CHOLESTEROL_HOMEOSTASIS	PMVK
HALLMARK	CHOLESTEROL_HOMEOSTASIS	MVK
HALLMARK	CHOLESTEROL_HOMEOSTASIS	LPL
HALLMARK	CHOLESTEROL_HOMEOSTASIS	SC5D
HALLMARK	CHOLESTEROL_HOMEOSTASIS	FADS2
HALLMARK	CHOLESTEROL_HOMEOSTASIS	HMGCR
HALLMARK	CHOLESTEROL_HOMEOSTASIS	HSD17B7
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ANXA13
HALLMARK	CHOLESTEROL_HOMEOSTASIS	SREBF2
HALLMARK	CHOLESTEROL_HOMEOSTASIS	PCYT2
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ACSS2
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ATF3
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ADH4
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ETHE1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ECH1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	CBS
HALLMARK	CHOLESTEROL_HOMEOSTASIS	GUSB
HALLMARK	CHOLESTEROL_HOMEOSTASIS	FASN
HALLMARK	CHOLESTEROL_HOMEOSTASIS	LGALS3
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ATF5
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ANXA5
HALLMARK	CHOLESTEROL_HOMEOSTASIS	TP53INP1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	CHKA
HALLMARK	CHOLESTEROL_HOMEOSTASIS	GSTM2
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ACAT2
HALLMARK	CHOLESTEROL_HOMEOSTASIS	AVPR1A
HALLMARK	CHOLESTEROL_HOMEOSTASIS	PLSCR1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	CLU
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ERRFI1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	TRIB3
HALLMARK	CHOLESTEROL_HOMEOSTASIS	CXCL16
HALLMARK	CHOLESTEROL_HOMEOSTASIS	TNFRSF12A
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ACTG1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	JAG1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	LGMN
HALLMARK	CHOLESTEROL_HOMEOSTASIS	FBXO6
HALLMARK	CHOLESTEROL_HOMEOSTASIS	GPX8
HALLMARK	CHOLESTEROL_HOMEOSTASIS	PNRC1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ANTXR2
HALLMARK	CHOLESTEROL_HOMEOSTASIS	MAL2
HALLMARK	CHOLESTEROL_HOMEOSTASIS	CD9
HALLMARK	CHOLESTEROL_HOMEOSTASIS	PPARG
HALLMARK	CHOLESTEROL_HOMEOSTASIS	GLDC
HALLMARK	CHOLESTEROL_HOMEOSTASIS	STX5
HALLMARK	CHOLESTEROL_HOMEOSTASIS	STARD4
HALLMARK	CHOLESTEROL_HOMEOSTASIS	CTNNB1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	TMEM97
HALLMARK	CHOLESTEROL_HOMEOSTASIS	NIBAN1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	PDK3
HALLMARK	CHOLESTEROL_HOMEOSTASIS	PLAUR
HALLMARK	CHOLESTEROL_HOMEOSTASIS	SEMA3B
HALLMARK	CHOLESTEROL_HOMEOSTASIS	GNAI1
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ABCA2
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ATXN2
HALLMARK	CHOLESTEROL_HOMEOSTASIS	NFIL3
HALLMARK	CHOLESTEROL_HOMEOSTASIS	ALCAM
HALLMARK	CHOLESTEROL_HOMEOSTASIS	FABP5
HALLMARK	CHOLESTEROL_HOMEOSTASIS	S100A11
HALLMARK	CHOLESTEROL_HOMEOSTASIS	CPEB2
HALLMARK	MITOTIC_SPINDLE	ARHGEF2
HALLMARK	MITOTIC_SPINDLE	CLASP1
HALLMARK	MITOTIC_SPINDLE	KIF11
HALLMARK	MITOTIC_SPINDLE	KIF23
HALLMARK	MITOTIC_SPINDLE	ALS2
HALLMARK	MITOTIC_SPINDLE	ARF6
HALLMARK	MITOTIC_SPINDLE	MYO9B
HALLMARK	MITOTIC_SPINDLE	MYH9
HALLMARK	MITOTIC_SPINDLE	TUBGCP3
HALLMARK	MITOTIC_SPINDLE	CKAP5
HALLMARK	MITOTIC_SPINDLE	RACGAP1
HALLMARK	MITOTIC_SPINDLE	PREX1
HALLMARK	MITOTIC_SPINDLE	ARHGEF3
HALLMARK	MITOTIC_SPINDLE	NUMA1
HALLMARK	MITOTIC_SPINDLE	SPTBN1
HALLMARK	MITOTIC_SPINDLE	KIF2C
HALLMARK	MITOTIC_SPINDLE	KIF5B
HALLMARK	MITOTIC_SPINDLE	TTK
HALLMARK	MITOTIC_SPINDLE	APC
HALLMARK	MITOTIC_SPINDLE	CEP250
HALLMARK	MITOTIC_SPINDLE	PAFAH1B1
HALLMARK	MITOTIC_SPINDLE	CDC42EP2
HALLMARK	MITOTIC_SPINDLE	KIF3B
